,ticker,return_total,winrate,avg_return,trade_total,last_openposition_price
0,1314,-0.06346160150169378,0.25,-0.013933044293394259,5,9.960000038146973
1,2618,0.0758913456772492,0.3333333333333333,0.007551925582854706,4,27.049999237060547
2,2515,-0.14249278984435787,0.4,-0.024788932783842622,6,8.289999961853027
3,2501,-0.0006808937079254562,0.5,0.0009886124938641438,4,14.600000381469727
4,2363,0.03796088258201458,0.4,0.003265703973093914,6,15.800000190734863
5,2891,-0.13379360543508956,0.4,-0.020499823774698344,5,19.899999618530273
6,2609,-0.4587266108066902,0.0,-0.14033381748068705,3,61.599998474121094
7,2317,-0.07463473608382498,0.6,-0.015361865786639516,5,100.5
8,3481,-0.3023639894521324,0.2,-0.06412849521056832,5,13.899389266967773
9,2888,-0.0927658001468622,0.4,-0.01909061662414655,5,8.699999809265137
10,2880,-0.054394531877098085,0.4,-0.010821644019822173,6,22.5
11,2371,0.10400101600627742,0.5,0.024617670655751683,4,32.849998474121094
12,1316,-0.29610331082524965,0.3333333333333333,-0.09500097729731645,3,12.21037483215332
13,2610,-0.16267127671616932,0.5,-0.03675657672165869,5,19.0
14,2409,0.17204815191432865,0.6666666666666666,0.03092692562166412,6,17.049999237060547
15,2303,-0.041582391307471656,0.4,-0.011142672388741138,5,43.650001525878906
16,1609,-0.10421697215720926,0.0,-0.039183495510089705,3,17.085826873779297
17,8096,-0.1640833132201025,0.25,-0.040162521644212384,4,12.811565399169922
18,2883,-0.23928871509090643,0.25,-0.05243336699122039,5,12.850000381469727
19,2330,-0.16983081212739848,0.2857142857142857,-0.016916192530041126,7,475.0
20,6177,-0.08762340095601484,0.25,-0.023126037188177434,4,25.80952262878418
21,2882,-0.08544007342282,0.3333333333333333,-0.02617436906275276,4,40.0
22,2486,-0.5687526644196458,0.0,-0.14565682371196945,6,21.549999237060547
23,6125,-0.05566132738580398,0.6666666666666666,-0.0177683072736002,4,25.399999618530273
24,3715,0.0,0.0,0.0,0,0.0
25,2611,0.06427871128364382,0.75,0.014830803087783201,4,12.050000190734863
26,2603,-0.45347412438294477,0.6,-0.09130466008799736,5,141.0
27,2101,-0.067686745601365,0.3333333333333333,-0.011581884606177114,6,34.5
28,3363,-0.08251675094476618,0.3333333333333333,-0.0300595289946064,4,22.066997528076172
29,2887,-0.264984495799813,0.0,-0.09442539222956214,3,14.395393371582031
30,5009,0.2088992905223419,0.6666666666666666,0.07075285919497391,3,28.5
31,4526,-0.03393282127780117,0.6,0.00011083230848005777,6,14.399999618530273
32,2537,-0.059333193122214634,0.5,-0.0285764354138468,2,8.829999923706055
33,2323,-0.04756254996427034,0.5,-0.011269282748798348,3,7.400000095367432
