,ticker,return_total,winrate,avg_return,trade_total,last_openposition_price
0,4763,0.6146897932085249,0.5,0.15961749828153293,4,898.0
1,4536,0.04855957775393782,0.75,0.014241115252778602,5,180.0
2,1476,0.019182711093625127,0.5,0.014806127988264528,2,494.0
3,1477,0.046426974012070854,0.6666666666666666,0.006206651054218804,4,346.0
4,8464,0.18755470428291,0.8,0.04017208455410672,5,337.0
5,6139,0.7832053133149508,0.75,0.17262568055568753,4,90.47924041748047
6,9914,0.014038516724619532,0.6,0.004945665131189725,5,177.0
7,8996,0.18030034321257848,0.6666666666666666,0.05937501732608763,3,234.0
8,8478,0.4394901442307899,0.6,0.09458222239512548,6,388.0
9,1795,0.014519189346795747,0.5714285714285714,0.0039050592938401074,8,267.0
10,9921,-0.05997170687820941,0.5,-0.009501480910840937,5,181.5
11,1503,-0.03412515237195368,0.0,-0.01280066613546138,4,118.5
12,6446,-0.16294978652733738,0.3333333333333333,-0.03136199805437517,6,340.0
13,6585,0.05216810783969028,0.25,-0.02115645407410946,5,120.0
14,2707,-0.022939069912413124,0.4,-0.005738530202287051,5,221.0
15,8016,0.04478706860055581,0.6666666666666666,0.013908481944814125,3,289.0
16,8081,0.11954297793499236,0.75,0.027271912678222293,4,258.5
17,2395,0.02685940441462331,0.5,0.006042885456438829,6,331.5
18,8210,0.2937286541962536,1.0,0.08986921250218538,3,194.5
19,1256,-0.16274172744209425,0.4,-0.0324158799440087,5,239.0
