,ticker,return_total,winrate,avg_return,trade_total,last_openposition_price
0,2454,0.23887331287502978,0.8,0.04384766957150692,5,671.0
1,2379,0.043776516553456934,0.5,0.021601586179026078,2,404.0
2,2382,-0.06194976730406965,0.0,-0.06557377049180324,1,244.0
3,2383,-0.004072029099481567,0.5,-0.01303908355795147,3,375.5
4,2385,0.057552335385451014,1.0,0.05853658536585371,1,102.5
5,6531,0.04820780900658761,0.5,0.018583668652931318,2,328.5
6,3023,-0.08533926159945726,0.4,-0.01654996254996253,5,305.5
7,3034,0.08673872675178962,0.5,0.022567546643992714,4,436.5
8,3044,0.02555362110444115,1.0,0.02499999999999991,1,120.0
9,6230,0.2715409336392076,0.75,0.06453076946812997,4,119.0
10,3533,0.20864535589552968,0.5,0.038813932915017134,6,890.0
11,6176,0.18393145508513187,1.0,0.05814424264795134,3,124.0
12,3583,0.3193791597990321,0.75,0.08352143983128713,5,214.5
13,3653,0.206935896413736,0.6666666666666666,0.07045551072571003,3,594.0
14,3661,-0.038507962936387585,0.0,-0.042713567839196,2,3305.0
15,5434,-0.0018449454438197455,1.0,0.0027472527472527375,2,183.5
16,2376,0.3820977696723462,0.75,0.08792445233022658,4,268.5
17,2368,0.28609650519234875,0.75,0.06450821785355118,4,212.0
18,5269,0.011351836587596198,0.6666666666666666,0.0077237517377153715,3,863.0
19,2357,-0.042824479277031924,0.0,-0.047101449275362306,1,276.0
20,2308,0.00876239876846352,0.6666666666666666,0.0031346371702689244,3,345.5
21,2330,0.09978302936315009,0.6666666666666666,0.016816356805443262,6,570.0
22,2360,0.04109011780179639,0.6666666666666666,0.012401154649493096,3,218.5
23,2348,0.04680526231341475,0.5,0.014396405303466503,4,73.4000015258789
24,2345,0.1300919858791918,0.6666666666666666,0.04474271951358629,3,533.0
