,ticker,return_total,winrate,avg_return,trade_total,last_openposition_price
0,1314,0.10117844411516086,0.5,0.0513966562437953,5,13.149999618530273
1,2618,0.3182135238765327,0.6666666666666666,0.10251552726074797,3,20.5
2,2515,-0.04538947079526767,0.25,-0.013240896311544043,4,9.390000343322754
3,2501,-0.12411296672746408,0.0,-0.04109591367921117,3,20.549999237060547
4,2363,-0.2344079318115183,0.6,-0.030178528077447364,5,22.954544067382812
5,2891,-0.0028202827460163116,0.5,-0.0012291011590402634,4,25.200000762939453
6,2609,0.0,0.0,0.0,0,0.0
7,2317,-0.035579373664666125,0.0,-0.020604395604395642,2,117.0
8,3481,0.2567891814403338,1.0,0.12313848422393048,2,21.227100372314453
9,2888,-0.10735310338248893,0.2,-0.022707549545071103,5,10.850000381469727
10,2880,0.008348365266320545,0.3333333333333333,0.003470694871641459,3,20.40618896484375
11,2371,-0.34937726821771853,0.0,-0.06423338687596937,6,36.20000076293945
12,1316,0.2837774521679268,0.5,0.07855823231710829,4,15.894537925720215
13,2610,0.46270677084499856,1.0,0.5662983306063165,1,18.100000381469727
14,2409,0.06236672175285074,1.0,0.06005221932114879,1,23.9375
15,2303,-0.05153234270627849,0.3333333333333333,-0.01783144070859244,3,65.0999984741211
16,1609,0.11498343802348066,0.25,0.07264253519609432,4,25.41615867614746
17,8096,0.2286777408705558,1.0,0.07117233825754998,3,14.639009475708008
18,2883,0.6373743312849558,1.0,0.20433622670724128,3,14.5
19,2330,-0.04566959937483828,0.0,-0.0456026058631922,1,614.0
20,6177,0.03658328909031394,0.6666666666666666,0.01196115794009863,3,29.13165283203125
21,2882,0.05081309338621032,0.6,0.00877332864687228,6,62.02759552001953
22,2486,-0.18227695362945517,0.0,-0.17977529534666326,1,62.29999923706055
23,6125,-0.0042486807759545275,0.0,-0.02448981148856022,2,28.399999618530273
24,3715,0.0,0.0,0.0,0,0.0
25,2611,0.0,0.0,0.0,0,0.0
26,2603,0.0,0.0,0.0,0,0.0
